TRUE_TIME,MEANGAM,MEANGBZ
2002-11-17,10.0522,5.721
2002-11-18,9.9061,6.0621
2002-11-20,10.5644,5.7473
2002-11-21,10.7346,6.2025
2002-11-22,9.8958,5.9059
2002-11-23,10.1178,5.6811
2002-11-25,10.7937,5.4962
2002-11-26,10.6488,5.5728
2002-11-27,9.7752,5.6592
2002-11-28,10.7507,5.8266
2002-11-30,10.3645,6.3092
2002-12-01,11.2501,5.937
2002-12-02,11.0995,5.9822
2002-12-04,11.7796,5.7757
2002-12-05,10.8818,5.779
2002-12-06,10.623,5.674
2002-12-07,10.3743,5.6803
2002-12-09,11.3546,5.658
2002-12-10,11.4842,5.8745
2002-12-11,11.3555,6.2826
2002-12-12,11.1779,5.9825
2002-12-14,11.5756,5.3119
2002-12-15,11.6782,5.3404
2002-12-16,11.2532,5.1908
2002-12-18,11.4383,5.591
2002-12-19,11.5858,5.6669
2002-12-20,11.9136,5.6191
2002-12-21,10.8231,5.3902
2002-12-23,12.0183,5.1626
2002-12-24,11.3795,5.9001
2002-12-25,12.1305,5.5402
2002-12-26,11.7936,5.3394
2002-12-28,11.4026,5.3264
2002-12-29,11.0428,5.4738
2002-12-30,11.3097,5.6358
2003-01-01,11.8733,5.8945
2003-01-02,10.8024,5.43
2003-01-03,10.4799,11.7379
2003-01-04,11.9474,10.3663
2003-01-06,11.4112,10.2421
2003-01-07,11.9969,11.4468
2003-01-08,10.7422,10.7604
2003-01-09,11.4713,8.5387
2003-01-11,10.9373,11.2087
2003-01-12,11.1658,11.2259
2003-01-13,11.7368,11.1542
2003-01-14,11.3132,9.6499
2003-01-16,11.4626,9.9304
2003-01-17,11.517,11.0393
2003-01-18,11.4058,11.5439
2003-01-20,11.4339,11.8109
2003-01-21,11.4242,11.0291
2003-01-22,10.7828,10.4004
2003-01-23,11.1406,10.4553
2003-01-25,11.2466,11.9711
2003-01-26,10.6022,11.0397
2003-01-27,11.9751,11.9234
2003-01-28,11.5609,10.5811
2003-01-30,10.6844,10.7806
2003-01-31,11.1211,11.2755
2003-02-01,11.6892,11.0763
2003-02-03,11.2108,10.1294
2003-02-04,10.9849,11.3753
2003-02-05,11.1456,9.7651
2003-02-06,11.5436,10.0814
2003-02-08,10.6788,11.5723
2003-02-09,11.6421,11.603
2003-02-10,10.9692,9.6907
2003-02-11,11.593,9.675
2003-02-13,11.1458,10.3145
2003-02-14,11.6848,10.6965
2003-02-15,11.2449,10.0201
2003-02-17,11.0551,10.0233
2003-02-18,11.3204,9.4334
2003-02-19,10.5551,10.4524
2003-02-20,10.4384,9.7271
2003-02-22,11.0439,11.3241
2003-02-23,11.1354,10.8516
2003-02-24,10.8321,10.0997
2003-02-25,11.5432,11.4182
2003-02-27,11.626,9.6278
2003-02-28,10.9103,10.6303
2003-03-01,10.8296,12.9265
2003-03-02,10.8968,10.0322
2003-03-04,11.3532,10.9217
2003-03-05,10.8961,10.8399
2003-03-06,11.8549,12.5134
2003-03-08,11.1157,10.637
2003-03-09,11.6504,12.0893
2003-03-10,10.989,11.7366
2003-03-11,10.6155,11.9583
2003-03-13,11.7977,11.1065
2003-03-14,11.454,11.0953
2003-03-15,11.9757,11.8755
2003-03-16,12.173,11.764
2003-03-18,12.0338,12.3431
2003-03-19,12.1581,11.4343
2003-03-20,12.686,12.9137
2003-03-22,11.6495,12.6172
2003-03-23,12.5607,12.8802
2003-03-24,12.7266,12.7689
2003-03-25,12.0481,11.6872
2003-03-27,12.5101,12.2016
2003-03-28,12.174,12.1338
2003-03-29,12.4116,13.0561
2003-03-30,12.6701,13.1164
2003-04-01,12.6045,13.4204
2003-04-02,12.0557,11.9147
2003-04-03,12.8001,13.7366
2003-04-04,12.3066,13.4732
2003-04-06,13.2758,13.6825
2003-04-07,13.2752,12.8089
2003-04-08,13.2528,13.5391
2003-04-10,13.403,13.7842
2003-04-11,13.2978,14.572
2003-04-12,13.0644,14.0848
2003-04-13,13.0188,14.9992
2003-04-15,13.4651,13.956
2003-04-16,13.3669,14.9856
2003-04-17,14.2174,14.0936
2003-04-18,14.0448,14.3749
2003-04-20,13.4631,14.2682
2003-04-21,14.1411,15.1339
2003-04-22,14.455,14.6365
2003-04-24,13.8799,14.9689
2003-04-25,14.0061,14.4844
2003-04-26,14.6784,15.7582
2003-04-27,14.5908,15.6046
2003-04-29,14.1438,14.3915
2003-04-30,14.0447,15.6542
2003-05-01,14.1826,15.686
2003-05-02,13.91,14.742
2003-05-04,14.8422,16.5844
2003-05-05,14.4454,15.7756
2003-05-06,15.0885,16.1428
2003-05-08,14.159,14.8132
2003-05-09,14.9063,16.8382
2003-05-10,15.6423,15.9551
2003-05-11,14.6994,15.1781
2003-05-13,14.7622,15.5319
2003-05-14,14.6264,16.0754
2003-05-15,14.9706,15.7874
2003-05-16,14.7176,15.931
2003-05-18,14.4014,15.9819
2003-05-19,15.2003,15.6278
2003-05-20,15.0203,16.3461
2003-05-21,15.5206,15.8195
2003-05-23,15.6304,16.608
2003-05-24,13.9486,15.925
2003-05-25,14.0929,16.4589
2003-05-27,14.3065,17.2541
2003-05-28,15.1212,14.5177
2003-05-29,14.8049,15.6338
2003-05-30,14.9877,15.7636
2003-06-01,14.335,16.527
2003-06-02,14.4173,15.8811
2003-06-03,14.6535,15.893
2003-06-04,15.2652,15.3422
2003-06-06,14.7746,15.7434
2003-06-07,14.5509,16.5105
2003-06-08,14.8131,14.7548
2003-06-10,14.8289,15.665
2003-06-11,14.5031,16.3842
2003-06-12,13.3162,15.4383
2003-06-13,14.2525,15.3149
2003-06-15,14.4802,14.8599
2003-06-16,13.7308,15.2261
2003-06-17,13.6526,13.7113
2003-06-18,14.0609,16.0053
2003-06-20,13.6728,13.8377
2003-06-21,13.6244,13.5356
2003-06-22,13.005,13.8319
2003-06-24,12.8679,13.6309
2003-06-25,13.2662,13.9818
2003-06-26,13.4162,13.1502
2003-06-27,13.5073,13.4774
2003-06-29,13.3265,13.7307
2003-06-30,13.0265,13.1238
2003-07-01,13.1299,14.0448
2003-07-02,13.4162,13.5143
2003-07-04,13.0544,13.2279
2003-07-05,12.7401,12.1196
2003-07-06,12.3814,11.716
2003-07-07,12.229,13.9407
2003-07-09,12.3659,13.0969
2003-07-10,11.743,12.7552
2003-07-11,10.6616,12.5185
2003-07-13,11.8943,11.3936
2003-07-14,11.8242,11.9748
2003-07-15,10.9759,12.0618
2003-07-16,12.1823,10.4675
2003-07-18,11.1732,10.718
2003-07-19,11.3354,10.8172
2003-07-20,11.1319,10.7442
2003-07-21,11.4741,9.9249
2003-07-23,11.3383,10.2719
2003-07-24,10.8472,11.1597
2003-07-25,10.2662,11.2712
2003-07-27,9.5891,10.6726
2003-07-28,11.1847,9.3537
2003-07-29,9.972,9.8576
2003-07-30,10.1564,9.4518
2003-08-01,9.8646,8.7453
2003-08-02,10.2345,8.8016
2003-08-03,9.4968,8.3288
2003-08-04,9.403,8.4926
2003-08-06,9.1931,8.0881
2003-08-07,9.8192,8.2955
2003-08-08,10.0555,9.0648
2003-08-09,9.3098,9.4657
2003-08-11,8.9035,8.634
2003-08-12,9.332,8.6621
2003-08-13,9.7608,7.237
2003-08-15,8.9288,8.0359
2003-08-16,9.4099,9.4379
2003-08-17,8.1734,8.3061
2003-08-18,9.0804,6.3394
2003-08-20,8.8358,7.1416
2003-08-21,9.193,7.3569
2003-08-22,8.8701,6.262
2003-08-23,8.7268,7.2841
2003-08-25,9.1034,6.7693
2003-08-26,8.4756,7.5949
2003-08-27,8.7762,7.0646
2003-08-29,8.5339,6.7889
2003-08-30,8.896,7.5986
2003-08-31,9.3653,7.0346
2003-09-01,7.7902,7.6605
2003-09-03,8.7799,7.1115
2003-09-04,8.2505,7.2337
2003-09-05,8.4165,7.2908
2003-09-06,8.6729,7.6007
2003-09-08,8.1899,6.4269
2003-09-09,8.513,6.0688
2003-09-10,7.3503,5.7763
2003-09-12,7.7373,6.7651
2003-09-13,8.2522,7.7093
2003-09-14,8.8224,8.3816
2003-09-15,8.902,7.9705
2003-09-17,8.131,6.7814
2003-09-18,8.9343,7.7915
2003-09-19,8.0094,6.855
2003-09-20,8.843,6.5012
2003-09-22,8.2457,7.4124
2003-09-23,8.4841,7.16
2003-09-24,8.6817,7.9255
2003-09-25,8.9775,5.8744
2003-09-27,8.676,7.3883
2003-09-28,8.8463,7.3979
2003-09-29,8.6086,6.9532
2003-10-01,8.8983,6.7679
2003-10-02,8.7989,6.8539
2003-10-03,8.7321,6.5812
2003-10-04,9.4755,6.6157
2003-10-06,8.6235,7.1871
2003-10-07,7.8045,8.2764
2003-10-08,9.0657,8.404
2003-10-09,8.6957,7.9074
2003-10-11,8.9617,7.7703
2003-10-12,8.5813,8.1308
2003-10-13,8.2432,8.038
2003-10-15,9.0247,7.9525
2003-10-16,8.9219,7.9929
2003-10-17,9.5225,7.8644
2003-10-18,9.8345,7.2414
2003-10-20,9.3133,8.7495
2003-10-21,9.0424,7.7445
2003-10-22,9.4246,8.4352
2003-10-23,9.178,8.1842
2003-10-25,9.4574,8.47
2003-10-26,9.0206,7.8622
2003-10-27,8.7126,7.0487
2003-10-29,9.3473,8.4329
2003-10-30,8.8316,7.6911
2003-10-31,9.0925,7.1838
2003-11-01,9.9816,9.0074
2003-11-03,9.185,7.5992
2003-11-04,9.0878,8.2868
2003-11-05,9.2689,8.911
2003-11-06,9.2681,7.7944
2003-11-08,8.8391,8.4991
2003-11-09,8.9222,8.5151
2003-11-10,9.8043,8.4638
2003-11-11,8.6938,7.8255
2003-11-13,8.8304,7.8567
2003-11-14,9.2593,8.7364
2003-11-15,9.6882,8.3764
2003-11-17,8.4529,7.5889
2003-11-18,9.0264,7.1338
2003-11-19,8.843,7.2061
2003-11-20,9.0608,7.3125
2003-11-22,8.8478,8.2175
2003-11-23,9.4233,8.3677
2003-11-24,8.3456,7.4693
2003-11-25,9.2488,7.0584
2003-11-27,8.9649,7.2964
2003-11-28,8.952,7.6107
2003-11-29,8.5051,8.021
2003-12-01,8.3041,6.8183
2003-12-02,8.0995,7.075
2003-12-03,7.7021,8.1858
2003-12-04,9.0454,7.038
2003-12-06,8.6251,6.1993
2003-12-07,8.5118,7.1137
2003-12-08,8.5322,7.392
2003-12-09,8.901,6.129
2003-12-11,7.1748,6.6525
2003-12-12,8.611,4.596
2003-12-13,7.757,6.3979
2003-12-14,7.4876,5.0452
2003-12-16,7.1976,5.9472
2003-12-17,8.2476,5.7184
2003-12-18,7.7023,6.1993
2003-12-20,7.0557,5.7695
2003-12-21,7.3065,5.7617
2003-12-22,6.9246,5.6298
2003-12-23,6.979,6.7877
2003-12-25,7.444,4.9023
2003-12-26,7.2583,7.4513
2003-12-27,7.2099,5.8533
2003-12-28,7.1515,5.3881
2003-12-30,6.3801,5.1252
2003-12-31,6.5644,6.0575
2004-01-01,7.0039,4.3484
2004-01-03,6.9943,5.5049
